Epoch,Loss (t),Loss (v),Accuracy (t),Accuracy (v),Time
8,0.8083236581960301,1.4728029549121857,0.7131021098726115,0.53564453125,5.502012014389038
9,0.7200289497709578,1.5288431227207184,0.7446506767515924,0.53076171875,5.4922826290130615
Mean,,,,,5.53997540473938
Total,,,,,60.93972945213318
Params: 1611648,,,,,
---,---,---,---,---,---
0,1.658752783848222,1.4988858819007873,0.41446058917197454,0.46513671875,6.381187200546265
1,1.3746450904068674,1.3801297813653945,0.5127886146496815,0.510546875,6.2900919914245605
2,1.2195417926569654,1.3280126810073853,0.5682474124203821,0.52392578125,6.261522531509399
3,1.0858390695729834,1.3196492969989777,0.6137539808917197,0.54248046875,6.302805185317993
4,0.9666484176732932,1.2955218613147736,0.6601811305732485,0.5501953125,6.3026556968688965
5,0.833305781434296,1.3371674925088883,0.7093700238853503,0.5564453125,6.285007476806641
6,0.7052689714796224,1.4045846730470657,0.7575885748407644,0.55048828125,6.39667272567749
7,0.5830699560368896,1.4305327028036117,0.8023736066878981,0.55693359375,6.39738392829895
8,0.47565567436491607,1.4760266244411469,0.8430284633757962,0.55322265625,6.244142293930054
9,0.3759272102337734,1.5855600744485856,0.8797024283439491,0.5509765625,6.292277097702026
Mean,,,,,6.3153746128082275
Total,,,,,69.4691207408905
Params: 9467904,,,,,
---,---,---,---,---,---
0,1.7101686205833582,1.5706182539463043,0.385375199044586,0.4380859375,6.809687376022339
1,1.4139933958175077,1.3883196383714675,0.49139132165605093,0.5033203125,6.73913049697876
2,1.2379574206224673,1.3394214391708374,0.5562549761146497,0.5279296875,6.81082010269165
3,1.0805316996422543,1.3469662576913835,0.6143013535031847,0.53515625,6.716491937637329
4,0.9328996318920403,1.3698924839496613,0.6689639729299363,0.544140625,6.676189422607422
5,0.7826243232769571,1.3820528566837311,0.7216112659235668,0.5466796875,6.744282484054565
6,0.637610965283813,1.5142746269702911,0.7739102308917197,0.550390625,6.656836986541748
7,0.5037805836671477,1.7106692999601365,0.8221287818471338,0.55419921875,6.663609027862549
8,0.4022793367410162,1.850699207186699,0.8599472531847133,0.54716796875,6.672633171081543
9,0.3149509074961304,1.9733282625675201,0.8890326433121019,0.54755859375,6.75373101234436
Mean,,,,,6.724341201782226
Total,,,,,73.96775321960449
Params: 9635712,,,,,
---,---,---,---,---,---
