Epoch,Loss (t),Loss (v),Accuracy (t),Accuracy (v),Time
0,0.73356999060575,0.32863048511616727,0.7809591090425532,0.9090520523964091,5.320847511291504
1,0.26800694316625595,0.24639736591501438,0.9229554521276596,0.9280727594456775,5.2377941608428955
2,0.20140457941972195,0.19310347577358813,0.9407829122340425,0.9449088154955113,5.290431022644043
3,0.1626749798021418,0.17281238385971556,0.951919880319149,0.9512371775951791,5.214750289916992
4,0.1351783164638154,0.1600346617559169,0.9599817154255319,0.9524957271332436,5.224579334259033
5,0.1129377973166869,0.13988457564660844,0.9665267619680851,0.9596433335162223,5.214354515075684
6,0.09382958267320027,0.13002613131353197,0.9724900265957447,0.961008738964162,5.351826190948486
7,0.08460037251736255,0.1286804842505049,0.9741938164893617,0.9622672885022265,5.2455596923828125
8,0.07059124984005664,0.1281171050319012,0.9786610704787234,0.9619110949496006,5.202561140060425
9,0.060324141745792426,0.12719279377067344,0.9822140957446809,0.963490217290026,5.200906991958618
Mean,,,,,5.250361084938049
Total,,,,,57.75397193431854
Params: 119520,,,,,
---,---,---,---,---,---
0,0.41569148701556186,0.2549240402084716,0.8830202792553191,0.9284170789921538,4.833397388458252
1,0.19394516033378054,0.17090825356067496,0.9444398271276596,0.9534218285946136,4.840524196624756
2,0.13310405358355096,0.13477971595018468,0.9621010638297872,0.9599164140985367,4.83804178237915
3,0.09412974640330736,0.10995164410548007,0.9732172539893617,0.9696286105095072,4.846266269683838
4,0.06998913911508119,0.10157811633766965,0.9798038563829787,0.9698423261338092,4.849671125411987
5,0.05201409567900477,0.09516435956701319,0.985850232712766,0.9710652549216088,4.844943523406982
6,0.03800607741651858,0.0904910971430388,0.9903590425531915,0.9728224746724392,4.848048686981201
7,0.027096769752654622,0.08950785777353226,0.9936211768617021,0.9732499059210432,4.903834342956543
8,0.019406745938504947,0.0880141905806166,0.9964469747340425,0.9740335307222732,4.8664937019348145
9,0.012712233628027458,0.08541649556223382,0.9984000997340425,0.9746271853751325,4.916646957397461
Mean,,,,,4.858786797523498
Total,,,,,53.446654772758485
