Epoch,Loss (t),Loss (v),Accuracy (t),Accuracy (v),Time
0,0.6862234533467191,0.4586597224499317,0.7708402593085106,0.8383833588437831,5.9636640548706055
1,0.421668568031585,0.3974941239712086,0.851063829787234,0.8557774513325793,5.940727949142456
2,0.36749908660954617,0.36491598157172506,0.8685588430851063,0.8672943584462429,5.810395002365112
3,0.33463777665128097,0.33847461355493424,0.880360704787234,0.8775408445520604,5.943536996841431
4,0.3064536376994975,0.3345479774982371,0.8901886635638298,0.8776358289921538,5.920116186141968
5,0.2878548061435527,0.31458339760912224,0.8959025930851063,0.8845459730067151,5.981756687164307
6,0.2668993685473787,0.30941937737008357,0.9029047539893617,0.8858876342469073,6.013390779495239
7,0.2496109788325873,0.30838734387083255,0.9096368018617021,0.890803097410405,5.972243547439575
8,0.2329145666766674,0.30958698594823797,0.9160364029255319,0.885721410842652,5.976203918457031
9,0.21696952698712654,0.2986307898734478,0.9216879986702128,0.890945574070545,5.894887447357178
Mean,,,,,5.941692256927491
Total,,,,,65.3586148262024
Params: 304896,,,,,
---,---,---,---,---,---
0,0.7359026914581339,0.4777729276646959,0.7555892619680851,0.8331948150979712,5.976380348205566
1,0.43531640032504465,0.4119662122523531,0.8463264627659575,0.8539489938857707,6.139894008636475
2,0.38401208183866864,0.3868852993275257,0.8657538231382979,0.8653234243392944,5.648149013519287
3,0.3546215666735426,0.35364416495282597,0.8736286569148937,0.8739551686226054,5.484659910202026
4,0.32893329311875585,0.34700323546186407,0.8839760638297872,0.8771252860414221,5.418038368225098
5,0.31097409255961156,0.3370509471030945,0.888173204787234,0.87393142187849,5.3004844188690186
6,0.2917533107894532,0.3242885131151118,0.8951338098404256,0.886113222609175,5.340093374252319
7,0.27861092223766004,0.3210937076426567,0.899891954787234,0.8851633744036898,5.332608938217163
8,0.2616228240125991,0.3148232441633306,0.905522772606383,0.8869205941545203,5.312246322631836
9,0.2504685549659932,0.3077554204996596,0.9094913563829787,0.8887609243392944,5.291748285293579
Mean,,,,,5.524430298805237
Total,,,,,60.768733286857604
Params: 152448,,,,,
---,---,---,---,---,---
0,1.019623576326573,0.5869680326035682,0.6627327127659575,0.7948684464109704,5.28479790687561
1,0.5152678194832294,0.4781786774067169,0.8187125997340425,0.8289798637653919,5.271174192428589
2,0.44335809381718333,0.42916587185352406,0.8427526595744681,0.8486773371696472,5.283384561538696
3,0.40912106347844956,0.4061958631302448,0.8536818484042553,0.8565373293896938,5.349336624145508
4,0.386401614927231,0.38989611889453646,0.8628241356382979,0.8618327328499328,5.544651031494141
5,0.3723222003021139,0.38336442252422903,0.8678731715425532,0.8654065360414221,5.423827648162842
6,0.35857205711146617,0.37545500346954835,0.872319647606383,0.8683391910918216,5.753525733947754
7,0.34993461622519695,0.3698324091891025,0.875228557180851,0.8707613044596733,5.474919557571411
8,0.34042797697351335,0.36254494875035387,0.8779712433510638,0.8702982524608044,5.552002429962158
9,0.33350712615758815,0.36456329581585334,0.8820021609042553,0.8716636591769279,5.777912378311157
Mean,,,,,5.471553206443787
Total,,,,,60.18708527088165
Params: 23820,,,,,
---,---,---,---,---,---
0,1.4222051761251815,0.9596317068059393,0.5634765625,0.7081948150979712,5.652361154556274
1,0.7459244455428834,0.6062784784651817,0.7635679853723404,0.8026453269288895,5.211719751358032
2,0.5533039612655944,0.5173153604598756,0.8147440159574468,0.8247174214809498,5.597730398178101
3,0.49836654342869496,0.4821401948624469,0.8291431183510638,0.8348451751343747,5.964327335357666
4,0.4672223513430737,0.46496755709039406,0.8392619680851063,0.8392857148292217,5.919548511505127
5,0.44828416565631296,0.44857591707655725,0.8461602393617021,0.8455784587149925,5.9652419090271
6,0.43338178954225903,0.43814673322312375,0.850357380319149,0.8480955552547536,5.982183933258057
7,0.42096138888217033,0.4315575120296884,0.853037732712766,0.8514675155599066,5.792033672332764
8,0.4116070511493277,0.4320754757586946,0.8569024268617021,0.8461839861058175,5.80117130279541
9,0.40300486759936555,0.41945119170432393,0.8590009973404256,0.8542339484742347,5.758204460144043
Mean,,,,,5.764452242851258
Total,,,,,63.40897467136383
Params: 11910,,,,,
---,---,---,---,---,---
0,1.180423417306961,0.6208607598822168,0.6173121675531915,0.7890506272620343,6.1406919956207275
1,0.5554518460276279,0.5014737197693359,0.806412067819149,0.8189352205459107,6.200155735015869
