Epoch,Loss (t),Loss (v),Accuracy (t),Accuracy (v),Time
1,1.0323192382112463,0.846792256578486,0.7356632313829787,0.7938948527295538,6.318798065185547
2,0.7172057809347802,0.6501486751627414,0.8229720744680851,0.8325180474748003,6.30909538269043
3,0.5769193229523111,0.5655228235620133,0.850814494680851,0.8486654644316816,6.4102091789245605
4,0.5085863564559754,0.5182225900761624,0.8638838098404256,0.8607522807222732,6.346578359603882
5,0.47187040191381535,0.4929310362389747,0.8724235372340425,0.8662851452827454,6.301364421844482
6,0.4434577334434428,0.4693740403398554,0.8792386968085106,0.8681848416937158,5.912827730178833
7,0.42208464855843403,0.46186346639978126,0.8839137300531915,0.870203268020711,6.170215129852295
8,0.4064325631615963,0.45083110827080747,0.8891913231382979,0.8709750200839753,6.139962434768677
9,0.39136042834279383,0.44602697453600293,0.8922456781914894,0.8735514828499328,5.58227801322937
Mean,,,,,6.180728220939637
Total,,,,,67.988010430336
Params: 11985,,,,,
---,---,---,---,---,---
