Epoch,Loss (t),Loss (v),Accuracy (t),Accuracy (v),Time
0,4.395269964910616,4.163812267780304,0.047173566878980895,0.069140625,4.941509008407593
1,3.9895911353408913,3.8501972198486327,0.09208300159235669,0.109375,4.908791780471802
2,3.780442892366154,3.7273041725158693,0.1233827627388535,0.13486328125,5.002510070800781
3,3.674978031474314,3.6602046370506285,0.14343650477707007,0.14677734375,4.986661434173584
4,3.601366053720948,3.6176780700683593,0.15625,0.15849609375,4.952730894088745
5,3.5473535136812053,3.5772250294685364,0.1689142117834395,0.162890625,4.949886083602905
6,3.5073396491396958,3.5681058883666994,0.17359175955414013,0.16572265625,4.943247556686401
7,3.471495579762064,3.5394030451774596,0.1787420382165605,0.17451171875,4.998330354690552
8,3.4461543954861393,3.530508130788803,0.18431528662420382,0.17685546875,4.9583940505981445
9,3.416249451363922,3.5190771520137787,0.18968949044585987,0.17890625,4.952675104141235
Mean,,,,,4.959473633766175
Total,,,,,54.554209971427916
Params: 114192,,,,,
---,---,---,---,---,---
0,4.4594083196797945,4.236226606369018,0.030553343949044586,0.058984375,5.496376276016235
1,4.082344316373206,3.9435027956962587,0.07173069267515923,0.08818359375,5.449629545211792
2,3.901230212229832,3.8352050602436067,0.09399880573248408,0.10361328125,5.450312614440918
3,3.8054647612723573,3.776659917831421,0.10798168789808917,0.115234375,5.414767265319824
4,3.74202158496638,3.7271445393562317,0.11609275477707007,0.12998046875,5.550124645233154
5,3.6919093769826707,3.709159928560257,0.12475119426751592,0.13017578125,5.57973313331604
6,3.648419237440559,3.6784694492816925,0.1324641719745223,0.137890625,5.434289932250977
7,3.6081683392737323,3.650729787349701,0.13913216560509553,0.13515625,5.423415660858154
8,3.569518704323252,3.6219707906246184,0.14599920382165604,0.14287109375,5.439724922180176
9,3.53658291792414,3.6121888041496275,0.15433419585987262,0.146484375,5.46576452255249
Mean,,,,,5.470413851737976
Total,,,,,60.174552369117734
Params: 117852,,,,,
---,---,---,---,---,---
0,3.834096651927681,3.5154810190200805,0.12768710191082802,0.18515625,5.069706678390503
